"transactionid","timestampsec","customerid","item","description","retail_price"
"111677","2016-12-12 08:35:02","200000904","6182617964","Long Gown","97.11"
"111676","2016-12-12 08:33:58","200000492","3305177499","Coveralls (long sleeve)","95.88"
"111675","2016-12-12 08:33:48","300000494","1489444777","Short Gown","131.12"
"111674","2016-12-12 08:28:46","200000068","5153370805","Shorts","43.96"
"111673","2016-12-12 08:27:59","100000573","6991736764","Pillow Sham","19.8"
"111672","2016-12-12 08:27:39","100000120","6548962456","Dust Ruffle","65.79"
"111671","2016-12-12 08:27:00","400000450","3123824581","Sweatpants","43.89"
"111670","2016-12-12 08:25:30","200000076","3750666773","Waterbed Sheet","79.8"
"111669","2016-12-12 08:25:03","400000915","7502168586","Baby Quilt","38.06"
"111668","2016-12-12 08:25:01","200000799","1489444777","Short Gown","131.12"
"111667","2016-12-12 08:24:56","100000574","5997626126","Coat/Jacket","39.55"
"111666","2016-12-12 08:23:04","100000030","8213207925","Underwear & Boxers","23.76"
"111665","2016-12-12 08:22:43","100000454","7425260271","Mattress Cover","35.44"
"111664","2016-12-12 08:20:12","300000526","1737807900","Tie","68.64"
"111663","2016-12-12 08:19:50","200000751","6991736764","Pillow Sham","19.8"
"111662","2016-12-12 08:18:42","100000908","2430071492","Dust Ruffle","41.86"
"111661","2016-12-12 08:18:12","300000525","2248992375","Sweater","61.38"
"111660","2016-12-12 08:18:06","200000821","8694351166","Chair Cover","38.87"
"111659","2016-12-12 08:16:16","100000476","1039854547","Coat","135.83"
"111658","2016-12-12 08:15:36","200000712","6182400847","Blazer","26.88"
"111657","2016-12-12 08:14:53","300000073","3390230025","Top","33.48"
"111656","2016-12-12 08:13:13","100000220","4327321762","Dress","69.75"
"111655","2016-12-12 08:12:46","100000318","9538578209","Dress","87.36"
"111654","2016-12-12 08:12:32","100000571","6648383061","Long Slip","27.86"
"111653","2016-12-12 08:10:08","400000433","5736433915","Mattress Cover","65.78"
"111652","2016-12-12 08:09:15","100000198","7833392032","Skirt","55.86"
"111651","2016-12-12 08:09:04","100000137","5608950888","Suit & 2 pc Dress","112.35"
"111650","2016-12-12 08:08:55","400000517","8068199275","Slacks","87.78"
"111649","2016-12-12 08:07:25","100000143","1039854547","Coat","135.83"
"111648","2016-12-12 08:07:10","100000080","3390230025","Top","33.48"
"111647","2016-12-12 08:04:01","400000755","4622769035","Short Gown","78"
"111646","2016-12-12 08:01:51","200000584","3452086694","Bra","38.87"
"111645","2016-12-12 08:00:11","200000164","3256419181","Short Slip","102"
"111644","2016-12-12 07:59:54","100000025","4291344502","Long Overalls","55.62"
"111643","2016-12-12 07:59:12","100000277","2178891798","Hand Towel","18.17"
"111642","2016-12-12 07:57:39","100000190","1039854547","Coat","135.83"
"111641","2016-12-12 07:56:42","100000927","3126356136","Formal Dress","99.9"
"111640","2016-12-12 07:56:30","200000505","3452086694","Bra","38.87"
"111639","2016-12-12 07:55:34","100000061","1039854547","Coat","135.83"
"111638","2016-12-12 07:55:02","200000532","9870137717","Crib Sheet","53.9"
"111637","2016-12-12 07:54:53","100000422","3890778939","Suit & 2 pc Dress","125.16"
"111636","2016-12-12 07:52:10","400000639","3123824581","Sweatpants","43.89"
"111635","2016-12-12 07:51:51","200000070","4681342313","Sheets","29.9"
"111634","2016-12-12 07:51:49","200000387","1284609276","Sweater","95.76"
"111633","2016-12-12 07:51:35","100000189","5187883584","Dish Towel","49.5"
"111632","2016-12-12 07:51:23","100000346","8143229140","Shower Shoes","27.86"
"111631","2016-12-12 07:50:40","300000597","2113413915","Shorts","59.33"
"111630","2016-12-12 07:47:53","200000548","2430071492","Dust Ruffle","41.86"
"111629","2016-12-12 07:47:30","100000206","6719567315","Blouse","47.88"
"111628","2016-12-12 07:46:42","100000454","1940915493","Long Gown","68.77"
"111627","2016-12-12 07:45:33","100000572","7645689457","Apron","9.48"
"111626","2016-12-12 07:43:56","200000266","2491559336","Jeans","104.79"
"111625","2016-12-12 07:43:35","200000389","6228611532","Valance","47.76"
"111624","2016-12-12 07:43:01","100000317","7425260271","Mattress Cover","35.44"
"111623","2016-12-12 07:39:06","100000922","8864799421","Valance","31.8"
"111622","2016-12-12 07:37:10","300000466","8586814459","Gown & Robe Set","65.64"
"111621","2016-12-12 07:33:37","100000327","2876522496","Jacket","99.8"
"111620","2016-12-12 07:30:49","400000555","6661671897","Swimwear","50.83"
"111619","2016-12-12 07:29:43","100000603","7841340144","Shirt","29.4"
"111618","2016-12-12 07:29:09","100000560","5127562193","Robe","95.76"
"111617","2016-12-12 07:28:28","100000337","3126356136","Formal Dress","99.9"
"111616","2016-12-12 07:28:22","200000459","5127562193","Robe","95.76"
"111615","2016-12-12 07:27:35","200000669","5509524170","Couch Cover","86.68"
"111614","2016-12-12 07:24:48","200000663","7270957383","Scarf","29.85"
"111613","2016-12-12 07:21:01","100000380","6962492078","Bath Mat","37.31"
"111612","2016-12-12 07:20:59","200000014","6719567315","Blouse","47.88"
"111611","2016-12-12 07:20:25","400000691","6388591017","Baby Quilt","100.68"
"111610","2016-12-12 07:20:04","400000397","6917448328","Socks","8.82"
"111609","2016-12-12 07:19:46","100000209","1625450539","Dress","54.89"
"111608","2016-12-12 07:18:27","200000646","8058527540","Jeans","35.91"
"111607","2016-12-12 07:18:13","100000203","2210750188","Blazer","119.76"
"111606","2016-12-12 07:17:24","100000119","3405268556","Handbag","114.77"
"111605","2016-12-12 07:15:59","400000625","8948840620","Gloves","19.8"
"111604","2016-12-12 07:15:52","200000166","6388591017","Baby Quilt","100.68"
"111603","2016-12-12 07:11:59","400000795","3405268556","Handbag","114.77"
"111602","2016-12-12 07:11:30","400000472","2876522496","Jacket","99.8"
"111601","2016-12-12 07:10:04","300000015","8694351166","Chair Cover","38.87"
"111600","2016-12-12 07:09:54","100000891","6697166886","Coat","159.8"
"111599","2016-12-12 07:09:24","400000757","6719567315","Blouse","47.88"
"111598","2016-12-12 07:09:00","100000283","3962085980","Sleeper","61.38"
"111597","2016-12-12 07:08:56","100000640","7010679527","Blanket","63.84"
"111596","2016-12-12 07:08:47","200000352","9873264896","Hat","10.89"
"111595","2016-12-12 07:07:57","200000938","8269421724","Long Overalls","124.75"
"111594","2016-12-12 07:07:29","100000400","8713824671","Infant 2 Piece Set","48.6"
"111593","2016-12-12 07:07:21","200000912","2113413915","Shorts","59.33"
"111592","2016-12-12 07:06:50","300000685","6661671897","Swimwear","50.83"
"111591","2016-12-12 07:06:03","100000928","2963300774","Sweatshirt","75.81"
"111590","2016-12-12 07:05:33","100000041","1988250904","Coat","74.16"
"111589","2016-12-12 07:05:02","100000680","7425260271","Mattress Cover","35.44"
"111588","2016-12-12 07:03:40","100000559","8619953091","Pillowcase","18.96"
"111587","2016-12-12 06:59:18","100000255","2963300774","Sweatshirt","75.81"
"111586","2016-12-12 06:58:49","200000486","2557931901","Short Gown","47.76"
"111585","2016-12-12 06:58:19","100000151","9916068026","Gowns/Pajamas","118.14"
"111584","2016-12-12 06:57:35","100000315","6511971572","Sleeping Bag","47.88"
"111583","2016-12-12 06:57:34","100000204","8262662751","Suit","109.89"
"111582","2016-12-12 06:54:56","200000764","5050067655","Bottoms","66.96"
"111581","2016-12-12 06:51:19","200000210","3305177499","Coveralls (long sleeve)","95.88"
"111580","2016-12-12 06:47:57","300000685","1082405301","Blazer","119.76"
"111579","2016-12-12 06:45:08","200000665","4538875409","Couch Cover","79.8"
"111578","2016-12-12 06:43:35","200000897","6962492078","Bath Mat","37.31"
"111577","2016-12-12 06:43:06","300000553","4398051135","Bra","6"
"111576","2016-12-12 06:41:24","100000831","7841340144","Shirt","29.4"
"111575","2016-12-12 06:40:55","200000726","3452086694","Bra","38.87"
"111574","2016-12-12 06:40:23","100000056","1303837083","Suit","19.4"
"111573","2016-12-12 06:40:12","300000594","7833392032","Skirt","55.86"
"111572","2016-12-12 06:39:41","300000073","8586814459","Gown & Robe Set","65.64"
"111571","2016-12-12 06:37:36","100000125","7833392032","Skirt","55.86"
"111570","2016-12-12 06:37:18","200000507","2355020550","Sweater","67.92"
"111569","2016-12-12 06:36:50","100000138","6548962456","Dust Ruffle","65.79"
"111568","2016-12-12 06:36:22","100000722","1625450539","Dress","54.89"
"111567","2016-12-12 06:36:00","200000583","1336619171","Slacks","63.84"
"111566","2016-12-12 06:34:43","100000274","3390230025","Top","33.48"
"111565","2016-12-12 06:31:23","300000440","6182617964","Long Gown","97.11"
"111564","2016-12-12 06:27:52","200000102","5857761910","Gowns/Pajamas","28.14"
"111563","2016-12-12 06:25:30","100000049","1737807900","Tie","68.64"
"111562","2016-12-12 06:23:12","400000027","4924918902","T-shirt","62.79"
"111561","2016-12-12 06:22:44","100000050","2153011099","Gown & Robe Set","99.8"
"111560","2016-12-12 06:19:54","200000621","4391642886","Men's Pajama Set","83.79"
"111559","2016-12-12 06:19:31","200000579","3452086694","Bra","38.87"
"111558","2016-12-12 06:18:14","300000704","2153011099","Gown & Robe Set","99.8"
"111557","2016-12-12 06:18:02","100000809","3750666773","Waterbed Sheet","79.8"
"111556","2016-12-12 06:17:54","400000556","3962085980","Sleeper","61.38"
"111555","2016-12-12 06:17:53","200000534","3819369487","Dish Towel","7.84"
"111554","2016-12-12 06:17:30","200000039","6548962456","Dust Ruffle","65.79"
"111553","2016-12-12 06:16:02","100000880","6648383061","Long Slip","27.86"
"111552","2016-12-12 06:12:59","300000302","7425260271","Mattress Cover","35.44"
"111551","2016-12-12 06:12:12","100000404","5736433915","Mattress Cover","65.78"
"111550","2016-12-12 06:11:58","100000142","4327321762","Dress","69.75"
"111549","2016-12-12 06:11:49","100000307","1940915493","Long Gown","68.77"
"111548","2016-12-12 06:10:03","400000916","6661671897","Swimwear","50.83"
"110435","2016-12-11 07:14:31","200000696","1303837083","Suit","19.4"
"111547","2016-12-12 06:05:39","200000802","2210750188","Blazer","119.76"
"111546","2016-12-12 06:05:10","100000005","3305177499","Coveralls (long sleeve)","95.88"
"111545","2016-12-12 05:59:08","100000545","5857761910","Gowns/Pajamas","28.14"
"111544","2016-12-12 05:59:06","100000087","6388591017","Baby Quilt","100.68"
"111543","2016-12-12 05:50:07","100000908","2248992375","Sweater","61.38"
"111542","2016-12-12 05:49:51","200000535","1988250904","Coat","74.16"
"111541","2016-12-12 05:49:00","300000271","6991736764","Pillow Sham","19.8"
"111540","2016-12-12 05:48:23","200000460","1893735141","Socks","115.5"
"111539","2016-12-12 05:44:41","100000627","4398051135","Bra","6"
"111538","2016-12-12 05:44:01","100000148","4681342313","Sheets","29.9"
"111537","2016-12-12 05:43:54","100000569","9873264896","Hat","10.89"
"111536","2016-12-12 05:43:08","300000702","3795753080","Jeans","38.1"
"111535","2016-12-12 05:41:29","200000508","9870137717","Crib Sheet","53.9"
"111534","2016-12-12 05:40:54","200000856","3135576553","Underwear","5.88"
"111533","2016-12-12 05:37:49","200000620","6388591017","Baby Quilt","100.68"
"111532","2016-12-12 05:36:10","100000892","3132788435","Coat","30.06"
"111531","2016-12-12 05:35:50","300000822","4574639519","Jeans","14.5"
"111530","2016-12-12 05:34:23","200000072","8948840620","Gloves","19.8"
"111529","2016-12-12 05:33:00","200000386","3819369487","Dish Towel","7.84"
"111528","2016-12-12 05:32:27","300000167","3390230025","Top","33.48"
"111527","2016-12-12 05:31:51","100000742","2248992375","Sweater","61.38"
"111526","2016-12-12 05:31:01","100000708","4327321762","Dress","69.75"
"111525","2016-12-12 05:29:27","200000259","6697166886","Coat","159.8"
"111524","2016-12-12 05:29:06","400000368","8241463559","Wallet","49.75"
"111523","2016-12-12 05:28:14","200000029","8864799421","Valance","31.8"
"111522","2016-12-12 05:27:56","400000540","8586814459","Gown & Robe Set","65.64"
"111521","2016-12-12 05:27:52","100000326","3890778939","Suit & 2 pc Dress","125.16"
"111520","2016-12-12 05:27:21","100000157","5153370805","Shorts","43.96"
"111519","2016-12-12 05:25:18","200000622","8068199275","Slacks","87.78"
"111518","2016-12-12 05:25:05","100000221","7502168586","Baby Quilt","38.06"
"111517","2016-12-12 05:24:34","100000859","9223468295","Bath Mat","23.88"
"111516","2016-12-12 05:23:26","100000679","8213207925","Underwear & Boxers","23.76"
"111515","2016-12-12 05:20:35","200000425","6511971572","Sleeping Bag","47.88"
"111514","2016-12-12 05:20:25","100000278","8713824671","Infant 2 Piece Set","48.6"
"111513","2016-12-12 05:20:21","400000690","8624682735","Coat","77.77"
"111512","2016-12-12 05:18:31","200000863","2782517448","Belt","45.77"
"111511","2016-12-12 05:17:54","100000680","4622769035","Short Gown","78"
"111510","2016-12-12 05:14:14","200000715","2153011099","Gown & Robe Set","99.8"
"111509","2016-12-12 05:14:07","200000864","6511971572","Sleeping Bag","47.88"
"111508","2016-12-12 05:12:32","100000925","2695940506","Sweater","59.4"
"111507","2016-12-12 05:10:32","300000393","9870137717","Crib Sheet","53.9"
"111506","2016-12-12 05:10:04","100000058","1336619171","Slacks","63.84"
"111505","2016-12-12 05:09:41","100000172","6962492078","Bath Mat","37.31"
"111504","2016-12-12 05:07:53","100000221","6388591017","Baby Quilt","100.68"
"111503","2016-12-12 05:07:13","200000505","3126356136","Formal Dress","99.9"
"111502","2016-12-12 05:06:46","300000594","6661671897","Swimwear","50.83"
"111501","2016-12-12 05:04:27","200000492","5736433915","Mattress Cover","65.78"
"111500","2016-12-12 05:02:58","100000290","5127562193","Robe","95.76"
"111499","2016-12-12 05:02:27","200000911","2355020550","Sweater","67.92"
"111498","2016-12-12 05:01:26","100000873","2926937052","Washcloth","10.78"
"111497","2016-12-12 04:58:42","200000164","8864799421","Valance","31.8"
"111496","2016-12-12 04:57:48","100000893","9223468295","Bath Mat","23.88"
"111495","2016-12-12 04:57:36","100000231","7270957383","Scarf","29.85"
"111494","2016-12-12 04:57:11","100000250","6991736764","Pillow Sham","19.8"
"111493","2016-12-12 04:56:19","200000587","2491559336","Jeans","104.79"
"111492","2016-12-12 04:54:23","200000046","3123824581","Sweatpants","43.89"
"111491","2016-12-12 04:51:33","300000813","4924918902","T-shirt","62.79"
"111490","2016-12-12 04:47:30","100000560","2588421965","Commode Cover","15.84"
"111489","2016-12-12 04:46:35","100000859","1160651321","Coat","93.9"
"111488","2016-12-12 04:45:47","400000676","5608950888","Suit & 2 pc Dress","112.35"
"111487","2016-12-12 04:41:03","300000539","3135576553","Underwear","5.88"
"111486","2016-12-12 04:40:36","400000754","6988128169","Handbag","25.44"
"111485","2016-12-12 04:39:59","100000119","2524845521","Gown & Robe Set","105.6"
"111484","2016-12-12 04:39:32","200000046","8619953091","Pillowcase","18.96"
"111483","2016-12-12 04:38:09","100000232","2926937052","Washcloth","10.78"
"111482","2016-12-12 04:37:54","100000892","1082405301","Blazer","119.76"
"111481","2016-12-12 04:37:06","100000722","6182617964","Long Gown","97.11"
"111480","2016-12-12 04:37:05","100000123","3256419181","Short Slip","102"
"111479","2016-12-12 04:36:43","100000558","1319286996","Gowns/Pajamas","47.43"
"111478","2016-12-12 04:36:37","300000614","8864799421","Valance","31.8"
"111477","2016-12-12 04:36:35","100000567","8586814459","Gown & Robe Set","65.64"
"111476","2016-12-12 04:34:45","100000626","8675740287","Baby Quilt","47.76"
"111475","2016-12-12 04:34:15","100000709","1940915493","Long Gown","68.77"
"111474","2016-12-12 04:32:15","100000900","3819369487","Dish Towel","7.84"
"111473","2016-12-12 04:32:10","200000486","4681342313","Sheets","29.9"
"111472","2016-12-12 04:31:35","100000124","4934584980","Nylon Pants","55.86"
"111471","2016-12-12 04:30:28","200000533","2876522496","Jacket","99.8"
"111470","2016-12-12 04:27:33","100000655","4398051135","Bra","6"
"111469","2016-12-12 04:27:00","300000528","5187883584","Dish Towel","49.5"
"111468","2016-12-12 04:23:57","100000007","2963300774","Sweatshirt","75.81"
"111467","2016-12-12 04:22:35","200000164","2588421965","Commode Cover","15.84"
"111466","2016-12-12 04:22:08","100000090","9166887914","Sweater","95.76"
"111465","2016-12-12 04:21:48","200000682","8068199275","Slacks","87.78"
"111464","2016-12-12 04:17:07","200000751","8586814459","Gown & Robe Set","65.64"
"111463","2016-12-12 04:16:50","200000939","9195451761","Hand Towel","51.66"
"111462","2016-12-12 04:15:25","100000369","6182617964","Long Gown","97.11"
"111461","2016-12-12 04:14:59","100000902","1737807900","Tie","68.64"
"111460","2016-12-12 04:14:35","100000807","9870137717","Crib Sheet","53.9"
"111459","2016-12-12 04:14:28","200000701","3382973348","Top","81.76"
"111458","2016-12-12 04:12:52","100000655","5736433915","Mattress Cover","65.78"
"111457","2016-12-12 04:12:15","200000106","9916068026","Gowns/Pajamas","118.14"
"111456","2016-12-12 04:11:40","100000173","1336619171","Slacks","63.84"
"111455","2016-12-12 04:10:26","200000103","6511971572","Sleeping Bag","47.88"
"111454","2016-12-12 04:07:07","200000106","8269421724","Long Overalls","124.75"
"111453","2016-12-12 04:06:42","200000590","1988250904","Coat","74.16"
"111452","2016-12-12 04:06:03","100000296","8948840620","Gloves","19.8"
"111451","2016-12-12 04:03:39","400000721","9870137717","Crib Sheet","53.9"
"111450","2016-12-12 04:01:35","200000266","1940915493","Long Gown","68.77"
"111449","2016-12-12 04:00:21","100000783","7502168586","Baby Quilt","38.06"
"111448","2016-12-12 03:59:01","200000426","7425260271","Mattress Cover","35.44"
"111447","2016-12-12 03:58:59","200000389","7645888340","Bath Mat","5.6"
"111446","2016-12-12 03:58:54","100000251","8586814459","Gown & Robe Set","65.64"
"111445","2016-12-12 03:58:15","400000555","3452086694","Bra","38.87"
"111444","2016-12-12 03:56:32","200000658","3750666773","Waterbed Sheet","79.8"
"111443","2016-12-12 03:56:17","100000172","5509524170","Couch Cover","86.68"
"111442","2016-12-12 03:53:03","100000248","1039854547","Coat","135.83"
"111441","2016-12-12 03:51:52","300000358","8213207925","Underwear & Boxers","23.76"
"111440","2016-12-12 03:50:14","100000798","2240469836","Slippers","35.82"
"111439","2016-12-12 03:49:50","300000023","1625450539","Dress","54.89"
"111438","2016-12-12 03:45:36","100000127","2355020550","Sweater","67.92"
"111437","2016-12-12 03:41:39","100000211","2210750188","Blazer","119.76"
"111436","2016-12-12 03:40:28","100000783","2926937052","Washcloth","10.78"
"111435","2016-12-12 03:38:23","200000671","1160651321","Coat","93.9"
"111434","2016-12-12 03:37:24","200000459","9313710898","Dish Towel","32.23"
"111433","2016-12-12 03:36:50","100000920","6962492078","Bath Mat","37.31"
"111432","2016-12-12 03:35:46","100000313","8213207925","Underwear & Boxers","23.76"
"111431","2016-12-12 03:30:12","100000116","2020397001","Men's Pajama Set","23.1"
"111430","2016-12-12 03:29:44","300000888","1737807900","Tie","68.64"
"111429","2016-12-12 03:29:14","100000475","8438262686","Robe","29.88"
"111428","2016-12-12 03:26:21","100000891","6182617964","Long Gown","97.11"
"111427","2016-12-12 03:23:47","100000929","7833392032","Skirt","55.86"
"111426","2016-12-12 03:21:46","300000596","9280265561","Coat/Jacket","59.85"
"111425","2016-12-12 03:19:59","100000232","8058527540","Jeans","35.91"
"111424","2016-12-12 03:19:46","200000065","3382973348","Top","81.76"
"111423","2016-12-12 03:19:08","400000756","4538875409","Couch Cover","79.8"
"111422","2016-12-12 03:17:50","100000084","7502168586","Baby Quilt","38.06"
"111421","2016-12-12 03:15:51","100000641","2963300774","Sweatshirt","75.81"
"111420","2016-12-12 03:15:44","100000796","6648383061","Long Slip","27.86"
"111419","2016-12-12 03:14:47","400000737","7645689457","Apron","9.48"
"111418","2016-12-12 03:13:32","100000020","1893735141","Socks","115.5"
"111417","2016-12-12 03:10:20","100000012","7010679527","Blanket","63.84"
"111416","2016-12-12 03:09:28","200000747","5187373849","Short Slip","12.87"
"111415","2016-12-12 03:09:27","100000327","8948840620","Gloves","19.8"
"111414","2016-12-12 03:08:17","200000714","1940915493","Long Gown","68.77"
"111413","2016-12-12 03:08:10","200000748","2363094138","Short Overalls","71.82"
"111412","2016-12-12 03:07:36","100000445","1082405301","Blazer","119.76"
"111411","2016-12-12 03:07:15","200000819","6697166886","Coat","159.8"
"111410","2016-12-12 03:07:02","100000559","2524845521","Gown & Robe Set","105.6"
"111409","2016-12-12 03:04:03","200000856","6265788387","Commode Cover","58.1"
"111408","2016-12-12 03:03:27","100000876","3890778939","Suit & 2 pc Dress","125.16"
"111407","2016-12-12 03:02:42","400000488","7463357829","Infant 2 Piece Set","49.8"
"111406","2016-12-12 03:02:06","200000619","1940915493","Long Gown","68.77"
"111405","2016-12-12 03:01:49","300000731","8619953091","Pillowcase","18.96"
"111404","2016-12-12 03:01:48","200000504","3126356136","Formal Dress","99.9"
"111403","2016-12-12 03:00:23","100000194","3750666773","Waterbed Sheet","79.8"
"111402","2016-12-12 03:00:16","100000196","3962085980","Sleeper","61.38"
"111401","2016-12-12 02:59:11","100000435","1039854547","Coat","135.83"
"111400","2016-12-12 02:58:50","100000274","1625450539","Dress","54.89"
"111399","2016-12-12 02:58:30","100000708","3126356136","Formal Dress","99.9"
"111398","2016-12-12 02:58:29","200000465","9862518267","Socks","10.84"
"111397","2016-12-12 02:57:22","200000897","5857761910","Gowns/Pajamas","28.14"
"111396","2016-12-12 02:57:20","300000814","6388591017","Baby Quilt","100.68"
"111395","2016-12-12 02:56:23","100000239","4391642886","Men's Pajama Set","83.79"
"111394","2016-12-12 02:55:51","100000319","1940915493","Long Gown","68.77"
"111393","2016-12-12 02:55:37","100000895","3123824581","Sweatpants","43.89"
"111392","2016-12-12 02:53:05","100000543","6182400847","Blazer","26.88"
"111391","2016-12-12 02:51:10","300000702","6719567315","Blouse","47.88"
"111390","2016-12-12 02:47:35","100000233","4924918902","T-shirt","62.79"
"111389","2016-12-12 02:46:12","400000769","9313710898","Dish Towel","32.23"
"111388","2016-12-12 02:44:47","100000605","5509524170","Couch Cover","86.68"
"111387","2016-12-12 02:44:31","100000854","2113413915","Shorts","59.33"
"111386","2016-12-12 02:42:21","100000709","1082405301","Blazer","119.76"
"111385","2016-12-12 02:41:15","100000207","9862518267","Socks","10.84"
"111384","2016-12-12 02:40:51","200000408","4327321762","Dress","69.75"
"111383","2016-12-12 02:40:27","100000773","3962085980","Sleeper","61.38"
"111382","2016-12-12 02:39:39","100000379","6511971572","Sleeping Bag","47.88"
"111381","2016-12-12 02:36:47","100000477","1284609276","Sweater","95.76"
"111380","2016-12-12 02:32:44","100000826","1893735141","Socks","115.5"
"111379","2016-12-12 02:32:26","100000498","1284609276","Sweater","95.76"
"111378","2016-12-12 02:27:11","100000319","1082405301","Blazer","119.76"
"111377","2016-12-12 02:27:04","100000156","4619440506","Shorts","69.75"
"111376","2016-12-12 02:26:12","200000799","6991736764","Pillow Sham","19.8"
"111375","2016-12-12 02:26:06","200000623","4619440506","Shorts","69.75"
"111374","2016-12-12 02:25:07","200000582","4398051135","Bra","6"
"111373","2016-12-12 02:23:14","200000425","8058527540","Jeans","35.91"
"111372","2016-12-12 02:23:06","300000268","4391642886","Men's Pajama Set","83.79"
"111371","2016-12-12 02:22:12","200000663","9916068026","Gowns/Pajamas","118.14"
"111370","2016-12-12 02:21:18","100000569","3135576553","Underwear","5.88"
"111369","2016-12-12 02:19:50","100000321","8438262686","Robe","29.88"
"111368","2016-12-12 02:18:11","200000843","3135576553","Underwear","5.88"
"111367","2016-12-12 02:17:32","100000518","6917448328","Socks","8.82"
"111366","2016-12-12 02:16:03","200000587","3126356136","Formal Dress","99.9"
"111365","2016-12-12 02:15:14","200000939","8864799421","Valance","31.8"
"111364","2016-12-12 02:13:58","100000328","2248992375","Sweater","61.38"
"111363","2016-12-12 02:12:36","100000707","2430071492","Dust Ruffle","41.86"
"111362","2016-12-12 02:12:34","100000307","4327321762","Dress","69.75"
"111361","2016-12-12 02:12:31","300000651","2430071492","Dust Ruffle","41.86"
"111360","2016-12-12 02:12:31","100000281","3390230025","Top","33.48"
"111359","2016-12-12 02:11:46","100000299","3126356136","Formal Dress","99.9"
"111358","2016-12-12 02:11:18","300000888","4327321762","Dress","69.75"
"111357","2016-12-12 02:09:59","100000823","8241463559","Wallet","49.75"
"111356","2016-12-12 02:08:39","300000729","1489444777","Short Gown","131.12"
"111355","2016-12-12 02:08:31","200000373","5736433915","Mattress Cover","65.78"
"111354","2016-12-12 02:07:22","100000247","2248992375","Sweater","61.38"
"111353","2016-12-12 02:04:21","100000571","1319286996","Gowns/Pajamas","47.43"
"111352","2016-12-12 02:03:58","200000348","5480721202","Shirt","67.83"
"111351","2016-12-12 02:03:25","100000143","2363094138","Short Overalls","71.82"
"111350","2016-12-12 02:03:23","100000383","2782517448","Belt","45.77"
"111349","2016-12-12 02:03:14","100000603","3405268556","Handbag","114.77"
"111348","2016-12-12 02:01:30","100000145","7645888340","Bath Mat","5.6"
"111347","2016-12-12 02:00:51","100000892","2782517448","Belt","45.77"
"111346","2016-12-12 01:58:27","200000388","2491559336","Jeans","104.79"
"111345","2016-12-12 01:56:31","300000302","5187883584","Dish Towel","49.5"
"111344","2016-12-12 01:55:11","200000165","3405268556","Handbag","114.77"
"111343","2016-12-12 01:53:47","200000507","6388591017","Baby Quilt","100.68"
"111342","2016-12-12 01:53:23","100000452","9313710898","Dish Towel","32.23"
"111341","2016-12-12 01:51:53","100000836","5145202479","Crib Sheet","9.9"
"111340","2016-12-12 01:51:10","100000195","4398051135","Bra","6"
"111339","2016-12-12 01:50:36","400000541","8213207925","Underwear & Boxers","23.76"
"111338","2016-12-12 01:50:19","100000882","9166887914","Sweater","95.76"
"111337","2016-12-12 01:49:59","100000087","9730446421","Blazer","103.3"
"111336","2016-12-12 01:46:50","200000069","6388591017","Baby Quilt","100.68"
"111335","2016-12-12 01:46:11","200000672","3962085980","Sleeper","61.38"
"111334","2016-12-12 01:44:56","300000634","3382973348","Top","81.76"
"111333","2016-12-12 01:42:41","100000241","7645689457","Apron","9.48"
"111332","2016-12-12 01:38:54","200000713","7841340144","Shirt","29.4"
"111331","2016-12-12 01:38:33","100000081","6962492078","Bath Mat","37.31"
"111330","2016-12-12 01:37:41","300000467","8713824671","Infant 2 Piece Set","48.6"
"111329","2016-12-12 01:37:22","200000461","5153370805","Shorts","43.96"
"111328","2016-12-12 01:33:46","300000675","6988128169","Handbag","25.44"
"111327","2016-12-12 01:31:26","200000802","6661671897","Swimwear","50.83"
"111326","2016-12-12 01:30:06","200000140","3132788435","Coat","30.06"
"111325","2016-12-12 01:28:45","300000778","9223468295","Bath Mat","23.88"
"111324","2016-12-12 01:24:35","100000772","2963300774","Sweatshirt","75.81"
"111323","2016-12-12 01:24:21","300000688","5187373849","Short Slip","12.87"
"111322","2016-12-12 01:23:09","100000230","2524845521","Gown & Robe Set","105.6"
"111321","2016-12-12 01:22:49","200000414","2430071492","Dust Ruffle","41.86"
"111320","2016-12-12 01:21:30","200000388","5127562193","Robe","95.76"
"111319","2016-12-12 01:21:04","100000025","8624682735","Coat","77.77"
"111318","2016-12-12 01:18:56","100000405","2153011099","Gown & Robe Set","99.8"
"111317","2016-12-12 01:17:10","300000736","5187373849","Short Slip","12.87"
"111316","2016-12-12 01:12:57","100000183","8619953091","Pillowcase","18.96"
"111315","2016-12-12 01:12:49","100000232","2963300774","Sweatshirt","75.81"
"111314","2016-12-12 01:12:03","200000414","2363094138","Short Overalls","71.82"
"111313","2016-12-12 01:08:06","100000129","5050067655","Bottoms","66.96"
"111312","2016-12-12 01:07:46","100000807","9730446421","Blazer","103.3"
"111311","2016-12-12 01:07:19","100000838","2876522496","Jacket","99.8"
"111310","2016-12-12 01:05:08","100000500","8624682735","Coat","77.77"
"111309","2016-12-12 01:03:30","100000041","7690258628","Baby Blanket","21.93"
"111308","2016-12-12 01:02:44","200000532","1737807900","Tie","68.64"
"111307","2016-12-12 01:01:48","300000687","1737807900","Tie","68.64"
"111306","2016-12-12 01:00:43","300000704","9873264896","Hat","10.89"
"111305","2016-12-12 00:58:17","100000618","6991736764","Pillow Sham","19.8"
